"metadata_id","Date","Year","Month","Vessel","Functional_Unit","Fishing_Grounds","Survey_Code","Haul","Sample_Type","Sex","CLmm","NepCount","PredWt_Kg","fldShotLatDecimalDegrees","fldShotLonDecimalDegrees","fldHaulLatDecimalDegrees","fldHaulLonDecimalDegrees","Gear_Type","TowDurationMin","AreaKmSq"
"TOUGHBOOK1136_19112003",2003-11-19,2003,11,"Celtic Explorer",22,NA,"IGFS2003",104,"Catch","Male",39,3,0.125682876351751,51.565,-6.45,51.589,-6.473,"Groundgear_A",30,0.366984331439788
"TOUGHBOOK1136_19112003",2003-11-19,2003,11,"Celtic Explorer",22,NA,"IGFS2003",104,"Catch","Male",40,3,0.139380122795917,51.565,-6.45,51.589,-6.473,"Groundgear_A",30,0.366984331439788
"TOUGHBOOK1136_19112003",2003-11-19,2003,11,"Celtic Explorer",22,NA,"IGFS2003",104,"Catch","Male",41,3,0.147835900093897,51.565,-6.45,51.589,-6.473,"Groundgear_A",30,0.366984331439788
"TOUGHBOOK1136_19112003",2003-11-19,2003,11,"Celtic Explorer",22,NA,"IGFS2003",104,"Catch","Male",42,1,0.0551057727433973,51.565,-6.45,51.589,-6.473,"Groundgear_A",30,0.366984331439788
"TOUGHBOOK1136_19112003",2003-11-19,2003,11,"Celtic Explorer",22,NA,"IGFS2003",104,"Catch","Male",43,3,0.175546163248286,51.565,-6.45,51.589,-6.473,"Groundgear_A",30,0.366984331439788
"TOUGHBOOK1136_19112003",2003-11-19,2003,11,"Celtic Explorer",22,NA,"IGFS2003",104,"Catch","Male",44,1,0.0615805728237008,51.565,-6.45,51.589,-6.473,"Groundgear_A",30,0.366984331439788
"TOUGHBOOK1136_19112003",2003-11-19,2003,11,"Celtic Explorer",22,NA,"IGFS2003",104,"Catch","Male",46,2,0.143714825492316,51.565,-6.45,51.589,-6.473,"Groundgear_A",30,0.366984331439788
"TOUGHBOOK1136_19112003",2003-11-19,2003,11,"Celtic Explorer",22,NA,"IGFS2003",104,"Catch","Male",47,1,0.0774138909928493,51.565,-6.45,51.589,-6.473,"Groundgear_A",30,0.366984331439788
"TOUGHBOOK1136_19112003",2003-11-19,2003,11,"Celtic Explorer",22,NA,"IGFS2003",104,"Catch","Male",48,4,0.326051986758495,51.565,-6.45,51.589,-6.473,"Groundgear_A",30,0.366984331439788
"TOUGHBOOK1136_19112003",2003-11-19,2003,11,"Celtic Explorer",22,NA,"IGFS2003",104,"Catch","Male",53,1,0.109972166969307,51.565,-6.45,51.589,-6.473,"Groundgear_A",30,0.366984331439788
